<?xml version="1.0" encoding="UTF-8"?>
<rdf:RDF
   xmlns:a="http://semanticscience.org/resource/"
   xmlns:j.02="http://openlifedata.org/omim_vocabulary:"
   xmlns:ns1="http://openlifedata.org/hgnc_vocabulary:"
   xmlns:ns11="http://www.w3.org/2000/01/rdf-schema#"
   xmlns:rdf="http://www.w3.org/1999/02/22-rdf-syntax-ns#"
>
  <rdf:Description rdf:about="http://openlifedata.org/uniprot:P10586">
    <rdf:type rdf:resource="http://openlifedata.org/uniprot_vocabulary:Resource"/>
    <rdf:type rdf:resource="http://biordf.org/ontologies/hgnc/uniprot_vocabulary_Resource_hgnc_vocabulary_x-uniprot-inverse_hgnc_vocabulary_Resource.owl#ServiceOutput"/>
    <rdf:type rdf:resource="http://purl.oclc.org/SADI/LSRN/UniProt_Record"/>
    <ns1:x-uniprot-inverse rdf:resource="http://openlifedata.org/hgnc:9670"/>
    <a:SIO_000272 rdf:resource="http://lsrn.org/dbSNP:rs1065775"/>
    <rdf:type rdf:resource="http://dev.biordf.net/~kawas/owl/getdbSNPRecordByUniprotID.owl#getdbSNPRecordByUniprotID_Output"/>
    <a:SIO_000272 rdf:resource="http://lsrn.org/dbSNP:rs3748800"/>
    <a:SIO_000272 rdf:resource="http://lsrn.org/dbSNP:rs3748796"/>
  </rdf:Description>
  <rdf:Description rdf:about="http://openlifedata.org/pubmed:24317696">
    <rdf:type rdf:resource="http://openlifedata.org/pubmed_vocabulary:PubMedRecord"/>
    <ns11:label>"Muc5b is required for airway defence. [pubmed:24317696]"@en</ns11:label>
  </rdf:Description>
  <rdf:Description rdf:about="http://openlifedata.org/uniprot:Q6RI45">
    <rdf:type rdf:resource="http://biordf.org/ontologies/hgnc/uniprot_vocabulary_Resource_hgnc_vocabulary_x-uniprot-inverse_hgnc_vocabulary_Resource.owl#ServiceOutput"/>
    <rdf:type rdf:resource="http://openlifedata.org/uniprot_vocabulary:Resource"/>
    <rdf:type rdf:resource="http://purl.oclc.org/SADI/LSRN/UniProt_Record"/>
    <rdf:type rdf:resource="http://dev.biordf.net/~kawas/owl/getdbSNPRecordByUniprotID.owl#getdbSNPRecordByUniprotID_Output"/>
    <ns1:x-uniprot-inverse rdf:resource="http://openlifedata.org/hgnc:17342"/>
  </rdf:Description>
  <rdf:Description rdf:about="http://openlifedata.org/omim:611731">
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:15771908"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:1317264"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:9096341"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:9371501"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:11553046"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:17486639"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:8252630"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:2188735"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:15287021"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:12173321"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:17135589"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:1678319"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:16188939"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:1324223"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:8544194"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:12509771"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:8415640"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:9916927"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:9353177"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:9731522"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:20197553"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:7661930"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:9731533"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:7797123"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:12045208"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:10213492"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:10598803"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:8094372"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:11743581"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:14523376"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:10562580"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:14625550"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:1651562"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:9585599"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:10083733"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:9869620"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:9521420"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:15572129"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:9196441"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:8829653"/>
    <rdf:type rdf:resource="http://biordf.org/ontologies/omim/omim_vocabulary_Gene_omim_vocabulary_article_pubmed_vocabulary_PubMedRecord.owl#ServiceOutput"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:7490101"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:8388766"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:11283620"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:1325652"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:8521479"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:10077730"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:10494086"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:10982189"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:8945503"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:9950370"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:12426568"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:1528264"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:17360473"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:9824584"/>
    <j.02:article rdf:resource="http://openlifedata.org/pubmed:9375853"/>
